id,dataset,subset,test,input_question,ground_truth,alexa
891,blimp,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,"A paralysis haven't bored Amanda., A paralysis hasn't bored Amanda.","sentence_bad, sentence_good",TODO
51,blimp,subject_verb_agreement,distractor_agreement_relational_noun,"A book about the Impressionists do resemble every photograph., A book about the Impressionists does resemble every photograph.","sentence_bad, sentence_good",TODO
239,blimp,npi_licensing,matrix_question_npi_licensor_present,"Had Kathleen ever hired most men?, Kathleen had ever hired most men.","sentence_good, sentence_bad",TODO
596,blimp,npi_licensing,matrix_question_npi_licensor_present,"Those organizations could ever succeed., Could those organizations ever succeed?","sentence_bad, sentence_good",TODO
605,blimp,npi_licensing,sentential_negation_npi_licensor_present,"The tomato will probably ever blacken., The tomato will not ever blacken.","sentence_bad, sentence_good",TODO
678,blimp,ellipsis,ellipsis_n_bar_2,"Kendra's tutors couldn't investigate one ex-boyfriend and Jason couldn't investigate four unlucky ex-boyfriend., Kendra's tutors couldn't investigate one uncertain ex-boyfriend and Jason couldn't investigate four unlucky.","sentence_good, sentence_bad",TODO
42,blimp,ellipsis,ellipsis_n_bar_2,"That muffin bores three senators and this bicycle bores two unsure senators., That muffin bores three young senators and this bicycle bores two unsure.","sentence_good, sentence_bad",TODO
533,blimp,ellipsis,ellipsis_n_bar_1,"Patients haven't run around three high schools and Jacqueline hadn't run around almost as many old., Patients haven't run around three old high schools and Jacqueline hadn't run around almost as many.","sentence_bad, sentence_good",TODO
704,blimp,filler_gap_dependency,wh_questions_subject_gap,"Daniel had known some children that were hiring Mitchell., Daniel had known who some children were hiring Mitchell.","sentence_good, sentence_bad",TODO
174,blimp,filler_gap_dependency,wh_vs_that_with_gap_long_distance,"Karla realized who those patients that bike to many hospitals disagree with., Karla realized that those patients that bike to many hospitals disagree with.","sentence_good, sentence_bad",TODO
186,blimp,filler_gap_dependency,wh_questions_object_gap,"Debra hadn't questioned who Martha discusses those waiters., Debra hadn't questioned those waiters that Martha discusses.","sentence_bad, sentence_good",TODO
12,blimp,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,"Lori wasn't hiring those delighted men., Lori wasn't hiring that delighted men.","sentence_good, sentence_bad",TODO
650,blimp,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,"Many senators run around that concealed movie theaters., Many senators run around those concealed movie theaters.","sentence_bad, sentence_good",TODO
931,blimp,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,"Michael has loved this scared men., Michael has loved these scared men.","sentence_bad, sentence_good",TODO
id,dataset,subset,test,input_question,ground_truth,alexa
2119,superglue,boolq,null,"{question: is bell palsy a lower motor neuron lesion, passage: Facial motor nucleus -- By contrast, a lower motor neuron lesion to the facial motor nucleus results in paralysis of facial muscles on the same side of the injury. If a cause, such as trauma or infection, cannot be identified (this situation is called idiopathic palsy) this condition is known as Bell's palsy. Otherwise it is described by its cause., Does the passage answer the question?}",1,TODO
297,superglue,boolq,null,"{question: does the f train stop at queens plaza, passage: Queens Plaza (IND Queens Boulevard Line) -- Queens Plaza is an express station on the IND Queens Boulevard Line of the New York City Subway. Located under the eastern edge of Queens Plaza at the large Queens Plaza interchange, it is served by the E train at all times, by the R train at all times except late nights, and by the M train on weekdays except late nights., Does the passage answer the question?}",0,TODO
1378,glue,cola,null,On which bed does Tom sleep?,1,TODO
1693,glue,cola,null,Maxwell is more of a doctor than his son is.,1,TODO
275634,glue,mnli,null,"{premise: Concerning the New Disclosure Option rule, the Final Analysis notes that approximately one-third of the 620 small entities could choose to use the new profile or 207 funds., hypothesis: The new rules are more stringent than previous ones., Is the hypothesis entailment, contradiction, or neutral?}",2,TODO
198039,glue,mnli,null,"{premise: and so they say there's uh three hours of labor just to uncover where the the metal shaft goes in because it goes through the through the door in between the windshield and the driver's side door and comes out above the driver's head, hypothesis: There are extra hours of labor just to get to it., Is the hypothesis entailment, contradiction, or neutral?}",0,TODO
2957,glue,mrpc,null,"{sentence 1: I loved the Brazilian music I played ., sentence 2: "" I 've played Brazilian music , but I 'm not Brazilian ., Are the two sentences semantically equivalent?}",0,TODO
3726,glue,mrpc,null,"{sentence 1: On the cell 's surface , the foreign components are recognised by other cells that then realise it is infected and kill it ., sentence 2: The foreign bits are recognized by other cells that realize it is infected and kill it ., Are the two sentences semantically equivalent?}",1,TODO
,superglue,multirc,null,"{paragraph: Relying on an animal to come by is risky. A flower may have to wait a long time for the right animals to come by. What if one never passes close enough to the flower? Hoping the wind will blow is also risky for a plant. What if the wind does not blow? What if the blowing pollen does not land on another flower? The wind could even blow the pollen over the ocean where it is wasted. Giving free nectar is costly. It is not a good use of the plants energy. A plant uses a lot of energy to produce nectar. Some animals may just drink the nectar. They may not carry off any pollen in return. To improve their chances, plants evolved special traits. For example, they developed ways to hide their nectar. Only certain animals were able to get at the plants hidden nectar. These specific animals might be more likely to visit only flowers of the same species. This was also a benefit for some animals. Animals also evolved special traits to get to the nectar. , question: How do animals pose a threat to pollination?, answer: They trample plants, Is this the correct answer?}",0,TODO
,superglue,multirc,null,"{paragraph: How can you describe your location? You might use a familiar system. You might say, 'I live at 1234 Main Street, Springfield, Ohio.' You could also say, 'I live right behind the Elementary School.' This method uses the school as a point of reference. Another example is, I am at the corner of Maple Street and Main Street. Both streets may be a good reference for anyone living in your town. Scientists must be able to pinpoint a feature they are studying. Scientists use a special system to describe locations. They use latitude and longitude as a reference. Lines of latitude and longitude form a grid. You may have used a grid system while doing graphing. This grid is centered on a reference point. Zero latitude is the equator. Lines of latitude run east to west. They divide the Earth from North to South. Lines of longitude run from north to south. They divide the Earth from East to West. Zero longitude runs through Greenwich, England. You may have heard the term, Greenwich Mean Time, or GMT. The system of latitude and longitude works well for objects that do not move. , question: Does the equator divide the Earth from east to west or from north to south?, answer: East to West, Is this the correct answer?}",0,TODO
55128,glue,qnli,null,"{question: Which colors of 45 were available as late as 1952 before being discontinued?, sentence: All colors were soon dropped in favor of black because of production problems., Does the question entail the sentence?}",1,TODO
75021,glue,qnli,null,"{question: Tensions about what increased during the Romantic era?, sentence: The music of the Romantic era, from roughly the first decade of the 19th century to the early 20th century, was characterized by increased attention to an extended melodic line, as well as expressive and emotional elements, paralleling romanticism in other art forms., Does the question entail the sentence?}",1,TODO
204802,glue,qqp,null,"{question 1: How can I get the Jack & Jones franchise?, question 2: What is it like to own a Jack in the Box franchise?, Are these two questions the same?}",0,TODO
243101,glue,qqp,null,"{question 1: Which Olympics were your favorite to participate in? Also, which Olympics were your favorite to broadcast and cover?, question 2: How is the orbit of Mars around the Sun determined?, Are these two questions the same?}",0,TODO
1019,superglue,rte,null,"{sentence 1: Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA)., sentence 2: Demonstrations against G8 Summit took place at Sea Island bay., 0 if there is entailment, 1 if not}",1,TODO
927,superglue,rte,null,"{sentence 1: Aziz confirmed that Iraq's demands include ""the lifting of the blockade and the restructuring of the espionage commission, including its Chairman, (Richard) Butler., sentence 2: Iraq demands the lifting of the embargo and changes in the committee., 0 if there is entailment, 1 if not}",0,TODO
7600,glue,sst2,null,"{review: simply runs out of ideas , Is this positive?}",0,TODO
27349,glue,sst2,null,"{review: a real winner -- smart , funny , subtle , and resonant , Is this positive?}",1,TODO
499,superglue,wsc,null,"{text: Joe paid the detective after he received the final report on the case., Does he refer to the detective?}",0,TODO
23,superglue,wsc,null,"{text: The lawyer asked the witness a question, but he was reluctant to repeat it., Does he refer to the lawyer?}",1,TODO
id,dataset,subset,test,input_question,ground_truth,alexa
36897,msgs,null,main_verb_control_5,"That offspring who didn't explore each cafe concealed that each customer discussed no girls, Is the word 'the' present?",0,TODO
24761,msgs,null,main_verb_control_2,"The pedestrians who shouldn't talk to many dancers imagine that waiters are embarrassing several governments, Is the word 'the' present?",1,TODO
35620,msgs,null,main_verb_lexical_content_the_4,"This partner was touring many banks that hurt some colleague that the customers researched., Is the main verb in the progressive form?, Is the word ""the"" present?","1, 1",TODO
27197,msgs,null,main_verb_lexical_content_the_2,"Some sister that descends a lot of hills that weren't disturbing this man has cleaned some computers., Is the main verb in the progressive form?, Is the word ""the"" present?","0, 0",TODO
28637,msgs,null,main_verb_relative_token_position_3,"A contractor would suggest that this cup that has worried this girlfriend wasn't harming the teacher., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
33621,msgs,null,main_verb_relative_token_position_4,"That teacher a colleague who makes that vase was bothering observed the doctor., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
31812,msgs,null,syntactic_category_control,"A contractor would suggest that this cup that has worried this girlfriend wasn't harming the teacher., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
26376,msgs,null,syntactic_category_control,"That teacher a colleague who makes that vase was bothering observed the doctor., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
25864,msgs,null,control_raising_control,"A contractor would suggest that this cup that has worried this girlfriend wasn't harming the teacher., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
26476,msgs,null,control_raising_control,"That teacher a colleague who makes that vase was bothering observed the doctor., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?","0, 0",TODO
47897,msgs,null,syntactic_category_relative_position,"A father sold this blouse and the boy is Kevin., Is there an adjective present?, Does the word 'the' precede the word 'a'?","0, 0",TODO
78449,msgs,null,syntactic_category_relative_position,"A driver isn't worrying no dancer and Guy is the grandfather., Is there an adjective present?, Does the word 'the' precede the word 'a'?","0, 0",TODO
79136,msgs,null,syntactic_category_lexical_content_the,"Fewer than three children descend the slopes and Brenda is a interesting woman., Is there an adjective present?, Is the word ""the"" present?","1, 1",TODO
58928,msgs,null,syntactic_category_lexical_content_the,"Every actress aggravates those committees and the lawyer in that bank is dull., Is there an adjective present?, Is the word ""the"" present?","1, 1",TODO
74936,msgs,null,control_raising_lexical_content_the,"Those women ran around some restaurant and some government wasn't excited to praise the teachers., Is the sentence an example of control or raising, Is the word ""the"" present?","1, 1",TODO
79145,msgs,null,control_raising_lexical_content_the,"These men praise some newspaper article and some students seem to go to this hospital., Is the sentence an example of control or raising, Is the word ""the"" present?","0, 0",TODO
70761,msgs,null,control_raising_relative_token_position,"Every girl purchases a pork and some son found Natalie to hinder the daughter., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","0, 0",TODO
51600,msgs,null,control_raising_relative_token_position,"Every colleague hides the driver and some supervisor can want to shock a senator., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","1, 1",TODO
31797,msgs,null,relative_position_control,"Every girl purchases a pork and some son found Natalie to hinder the daughter., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","0, 0",TODO
20576,msgs,null,relative_position_control,"Every colleague hides the driver and some supervisor can want to shock a senator., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","1, 1",TODO
29938,msgs,null,lexical_content_the_control,"Every girl purchases a pork and some son found Natalie to hinder the daughter., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","0, 0",TODO
22214,msgs,null,lexical_content_the_control,"Every colleague hides the driver and some supervisor can want to shock a senator., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?","1, 1",TODO
